GeneID,Gene_name,logFC,adj.P.Val
TRINITY_DN7792_c0_g1,,1.171640189,0.010687423
TRINITY_DN7792_c4_g1,MAML3 KIAA1816,1.0306087,0.048867799
TRINITY_DN7792_c5_g1,PTX3 TNFAIP5 TSG14,2.395475846,0.01751873
TRINITY_DN7815_c0_g1,,2.391407383,0.003704722
TRINITY_DN78300_c0_g1,,1.289316466,0.012116295
TRINITY_DN7848_c3_g1,SCN5A,1.559380312,0.003115117
TRINITY_DN7877_c0_g1,bhmt wu:fb53h01 zgc:123027,1.28683292,0.029867451
TRINITY_DN7912_c0_g1,JPH2 JP2,2.50808685,0.016669988
TRINITY_DN7929_c0_g1,,2.100511319,0.028283633
TRINITY_DN79399_c0_g1,,1.676843847,0.015302563
TRINITY_DN7941_c1_g3,,1.155261015,0.007141729
TRINITY_DN7950_c1_g1,Ndufs1,1.690043666,0.005170709
TRINITY_DN79640_c0_g1,,1.1474996,0.041302268
TRINITY_DN7999_c0_g2,Shbg,1.345801436,0.015317109
TRINITY_DN8009_c0_g1,,1.210886682,0.042516977
TRINITY_DN80285_c0_g1,alas1,2.581791739,0.006718363
TRINITY_DN803_c2_g1,,1.335812109,0.044685942
TRINITY_DN8053_c8_g1,,1.412807823,0.019524758
TRINITY_DN80700_c0_g1,Parp4 Kiaa0177,2.397115247,0.049262908
TRINITY_DN8073_c1_g1,,1.207123711,0.023639768
TRINITY_DN8078_c2_g1,BAIAP2,1.193629297,0.001368759
TRINITY_DN8087_c3_g1,Prrg3 Gm368 Tmg3,1.206513467,0.000876429
TRINITY_DN8092_c0_g1,,1.07106015,0.007257423
TRINITY_DN81169_c0_g1,,1.322754489,0.017745868
TRINITY_DN813_c1_g1,GAB2 KIAA0571,1.631572082,0.009132822
TRINITY_DN8153_c0_g1,,1.026425893,0.002479411
TRINITY_DN8162_c0_g1,,1.128651459,0.002780766
TRINITY_DN8171_c2_g1,ZP4 ZPB,1.503837546,0.004659933
TRINITY_DN8173_c0_g1,GNG10 GNGT10,1.006817494,0.002518905
TRINITY_DN8206_c0_g1,,1.229950989,0.001678992
TRINITY_DN82203_c0_g1,Epb41l1 Epb4.1l1,1.587790951,0.002461277
TRINITY_DN8251_c0_g1,nfil3,1.761288334,0.001354811
TRINITY_DN8256_c1_g2,TLE4 GRG4 KIAA1261,1.090849378,0.019817552
TRINITY_DN8282_c1_g1,,2.167240764,0.047073225
TRINITY_DN8286_c0_g1,PRKN PARK2,1.034634816,0.010393091
TRINITY_DN8293_c0_g1,Prss57 Prssl1,2.87996968,0.012089314
TRINITY_DN8298_c0_g1,METTL27 WBSCR27,1.51258028,0.000692056
TRINITY_DN8300_c0_g1,,3.055228516,0.005844262
TRINITY_DN8305_c0_g2,,1.040035489,0.004285381
TRINITY_DN833_c3_g1,,1.818888945,0.027311318
TRINITY_DN836_c2_g2,,1.095796467,0.022057985
TRINITY_DN836_c33_g2,,1.483227529,0.001098529
TRINITY_DN83784_c0_g1,,1.330657269,0.016970543
TRINITY_DN83833_c0_g1,,2.60563426,0.008156208
TRINITY_DN8385_c0_g1,SERPINH1 HSP47,3.092502679,0.00011093
TRINITY_DN841_c3_g3,,1.087607808,0.027572452
TRINITY_DN8410_c3_g1,,1.253585756,0.003078907
TRINITY_DN8437_c0_g1,tmem116 si:ch211-157p22.10,1.557399108,0.001622717
TRINITY_DN8464_c1_g1,,1.347652887,0.04881117
TRINITY_DN8540_c0_g1,Pcbd2 Dcoh2 Dcohm,2.031571407,2.82E-05
TRINITY_DN8572_c0_g3,,1.488767063,0.001788664
TRINITY_DN8588_c0_g1,tpm1,1.097188982,0.019762402
TRINITY_DN8607_c0_g1,,4.512678191,0.002531495
TRINITY_DN8651_c0_g1,Prkag2,1.052972263,0.008936061
TRINITY_DN8676_c0_g1,,1.190013797,0.001537679
TRINITY_DN8688_c1_g1,,1.14041645,0.029540756
TRINITY_DN8719_c0_g1,Sar1b Sara1b Sara2,1.770852406,0.00062844
TRINITY_DN8728_c4_g2,,1.047173289,0.005681474
TRINITY_DN8765_c0_g3,,2.490529679,0.007822664
TRINITY_DN8770_c1_g1,,1.635436523,0.033050008
TRINITY_DN881_c1_g2,SLC38A4 ATA3 NAT3 SNAT4,1.321096593,0.042036695
TRINITY_DN8831_c0_g1,,1.69277637,0.043763654
TRINITY_DN8843_c2_g2,CXXC1,1.287619484,0.009391947
TRINITY_DN8863_c0_g1,Nlrp12 NALP12,1.043836077,0.005231422
TRINITY_DN8864_c0_g1,,1.941948836,0.002073027
TRINITY_DN88653_c0_g1,Lrp5 Lr3 Lrp7,2.574881587,0.001084665
TRINITY_DN88829_c0_g1,Fat3,1.567014441,0.01614923
TRINITY_DN889_c1_g1,,1.023921248,0.000721624
TRINITY_DN89010_c0_g1,,1.806448614,0.02478548
TRINITY_DN89094_c0_g1,,1.614900163,0.011351019
TRINITY_DN892_c4_g1,,2.170757957,0.048408576
TRINITY_DN89225_c0_g1,myof fer1l3,1.038648541,0.021433301
TRINITY_DN8923_c0_g1,,1.460029791,0.042941713
TRINITY_DN8924_c0_g1,sh3bgrl2 zgc:91852,1.199803669,0.000531273
TRINITY_DN8928_c0_g1,FTO,1.17118838,3.59E-05
TRINITY_DN897_c0_g1,,1.43641299,0.007838471
TRINITY_DN89821_c0_g1,,2.829548413,0.00308267
TRINITY_DN89967_c0_g1,,1.24043241,0.022340563
TRINITY_DN9_c0_g1,IFITM5,1.839791112,0.043730769
TRINITY_DN9001_c2_g1,,1.668612862,0.002005785
TRINITY_DN9009_c12_g1,,1.064416572,0.03700335
TRINITY_DN9023_c0_g2,SIGLEC1 SA SN,1.367844723,0.020897454
TRINITY_DN9032_c0_g1,,1.001193179,0.006367154
TRINITY_DN9049_c0_g1,,2.207154161,0.002667059
TRINITY_DN9058_c0_g1,,1.438017194,0.005588238
TRINITY_DN90631_c0_g1,Prrt3,3.545110359,0.000933554
TRINITY_DN90815_c0_g1,,3.351268948,0.016067375
TRINITY_DN90900_c0_g1,,1.577610623,0.020214528
TRINITY_DN9146_c1_g1,MKRN2OS C3orf83 MKRN2-AS1,2.294675502,0.003439752
TRINITY_DN9196_c0_g1,At5g50100 MPF21.11,1.10737061,0.002108261
TRINITY_DN92375_c0_g1,,1.132499374,0.007103537
TRINITY_DN9238_c1_g2,CCDC9B,1.480313454,0.005265029
TRINITY_DN9264_c0_g1,foxj2 TGas040m18.1,1.361210579,0.002172388
TRINITY_DN92651_c0_g1,ucma grp,2.699281636,0.011775143
TRINITY_DN9276_c0_g1,per GA15408,1.476471876,2.82E-05
TRINITY_DN929_c2_g1,SMAD9 MADH6 MADH9 SMAD8,1.392129104,0.007727201
TRINITY_DN929_c3_g1,ZNF609 KIAA0295,1.110741684,0.043410133
TRINITY_DN9299_c0_g1,,1.778928324,0.000172905
TRINITY_DN9299_c0_g3,,1.879075072,0.002955739
TRINITY_DN9301_c1_g2,,2.887862284,0.024512793
TRINITY_DN9313_c3_g1,,2.43219922,0.017557164
TRINITY_DN9315_c1_g1,Ccdc88b Ccdc88,1.336767163,0.019089633
TRINITY_DN9320_c1_g1,,1.069982202,0.044295976
TRINITY_DN9330_c0_g1,Ascc1,1.115851751,0.000308901
TRINITY_DN9353_c0_g1,tmem55ba zgc:123304,1.176554415,0.004503313
TRINITY_DN9354_c3_g1,,2.494224977,0.019537681
TRINITY_DN936_c0_g3,,1.810432247,0.000158407
TRINITY_DN9375_c1_g1,OLIG1 BHLHB6 BHLHE21,1.91768352,0.014496815
TRINITY_DN9376_c1_g1,,1.553966097,0.001381576
TRINITY_DN9389_c0_g1,,1.072331924,0.004938233
TRINITY_DN94_c3_g3,ZNF182 KOX14 ZNF21,1.943632728,0.010484431
TRINITY_DN94164_c0_g1,,2.399066402,0.011382913
TRINITY_DN9430_c0_g2,Lxn,1.035383152,0.029170081
TRINITY_DN9444_c0_g1,CEBPD,1.174742707,0.028138818
TRINITY_DN9448_c1_g1,,1.660733954,0.009535771
TRINITY_DN946_c1_g4,,1.95675319,0.006338826
TRINITY_DN946_c6_g1,TEX47 C7orf62,1.583678898,0.007678366
TRINITY_DN9468_c1_g2,,1.099211549,0.011218323
TRINITY_DN9476_c1_g1,cybc1 eros zgc:91940,1.026418453,0.008569633
TRINITY_DN95_c1_g1,,1.690616648,0.039385863
TRINITY_DN9550_c0_g3,Patz1,1.222317384,0.008095754
TRINITY_DN9559_c3_g1,,2.35310525,0.000497309
TRINITY_DN9570_c1_g1,,1.299820801,0.026250513
TRINITY_DN9604_c1_g2,,1.203668349,0.011628057
TRINITY_DN9623_c0_g1,,1.226143461,0.032646883
TRINITY_DN9691_c0_g1,,1.108882848,0.042458844
TRINITY_DN9694_c0_g1,PRP2 RPRP3,1.055420901,0.035093539
TRINITY_DN9695_c1_g1,Il1rl2,1.45657252,0.020563819
TRINITY_DN970_c2_g1,HEBP1,1.074828057,0.000268135
TRINITY_DN9734_c0_g1,,1.811906765,0.001676188
TRINITY_DN9734_c1_g1,npl zgc:76930,1.088854454,0.009638708
TRINITY_DN97607_c0_g1,,1.785735854,0.021898233
TRINITY_DN97762_c0_g1,,3.170664527,0.024299143
TRINITY_DN9781_c0_g1,CHCHD10 C22orf16,1.003460642,0.007727201
TRINITY_DN9815_c0_g1,,4.122771396,0.048040473
TRINITY_DN9839_c0_g1,,1.953134782,0.005323916
TRINITY_DN984_c9_g1,bag,2.811549608,0.029495337
TRINITY_DN98582_c0_g1,ECE2,3.028937108,0.014891166
TRINITY_DN98903_c0_g1,,1.655297838,0.008237484
TRINITY_DN9941_c0_g1,,1.697495341,0.007280674
TRINITY_DN9975_c6_g1,,1.91247848,0.007477191
TRINITY_DN9977_c0_g2,sult1st3,1.032820167,0.013967359
TRINITY_DN999_c4_g1,,1.144911877,0.014661295
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
