GeneID,Gene_name,logFC,adj.P.Val
TRINITY_DN42624_c0_g1,,1.962062404,0.011071766
TRINITY_DN42685_c1_g1,,3.372935154,0.048350611
TRINITY_DN4269_c0_g2,,1.29293261,0.028640054
TRINITY_DN42833_c0_g1,Nlrp12 NALP12,1.397526752,0.01584635
TRINITY_DN42884_c1_g1,,2.207981253,0.009735663
TRINITY_DN42938_c0_g1,ric1,1.02193884,0.016391482
TRINITY_DN43_c3_g1,,1.028512339,0.049426957
TRINITY_DN430_c2_g1,phlda3 tih1 si:dZ182N13.5 zgc:92333,1.103021416,0.039791136
TRINITY_DN43073_c0_g1,,1.852991876,0.009882864
TRINITY_DN43073_c7_g1,,2.883584685,0.004726492
TRINITY_DN43074_c0_g1,cfap126 fltp,1.112522661,0.009761393
TRINITY_DN43078_c0_g1,,2.072037569,0.018663407
TRINITY_DN43090_c0_g1,,2.514150741,0.023538349
TRINITY_DN4315_c6_g1,,3.204972317,0.005134744
TRINITY_DN43174_c0_g1,UGT3A1,2.147561032,0.024824427
TRINITY_DN43198_c0_g1,,2.283156373,0.04232661
TRINITY_DN43235_c1_g1,,1.021054411,0.003583144
TRINITY_DN4329_c4_g1,,1.573458783,0.028308346
TRINITY_DN43333_c1_g1,,1.688908878,0.026516625
TRINITY_DN43348_c0_g1,,3.658568965,0.005021942
TRINITY_DN4339_c1_g1,,1.254167219,0.007056838
TRINITY_DN43392_c2_g1,,2.153736342,0.031963012
TRINITY_DN4340_c0_g2,hspb1,1.000802824,0.011534908
TRINITY_DN43518_c0_g1,,2.038497368,0.032885056
TRINITY_DN43527_c0_g1,PCDHB15,1.400727035,0.036590985
TRINITY_DN43556_c0_g1,,1.648150217,0.022145262
TRINITY_DN4356_c1_g1,Antxr2,1.017869683,0.003003903
TRINITY_DN43683_c0_g2,,1.190437272,0.032667436
TRINITY_DN4375_c3_g1,,2.104288417,0.013412792
TRINITY_DN43787_c1_g1,,1.609461252,0.017259674
TRINITY_DN43792_c2_g1,,1.24429172,0.017102231
TRINITY_DN43926_c0_g3,,2.286374717,0.011025279
TRINITY_DN44101_c3_g1,,2.741822772,0.043967507
TRINITY_DN44108_c0_g1,,1.680317413,0.007553256
TRINITY_DN44115_c0_g1,,2.254567902,0.026589746
TRINITY_DN4422_c0_g1,,1.24092013,0.035191959
TRINITY_DN4425_c0_g1,Chchd2,1.124872872,0.039849503
TRINITY_DN44278_c0_g1,,1.168940263,0.032776054
TRINITY_DN4430_c0_g1,nccrp1 si:dkey-85K8.6 wu:fa93e02 wu:fb12f07 zgc:122987,1.293678774,0.007084394
TRINITY_DN44308_c0_g1,Plaur,1.265972891,0.000405691
TRINITY_DN44369_c0_g1,,1.391127379,0.038689608
TRINITY_DN44382_c0_g1,,1.468420903,0.040213436
TRINITY_DN4439_c0_g1,,2.36131252,0.002141409
TRINITY_DN4450_c0_g1,AGMAT,1.004756676,0.019878714
TRINITY_DN44546_c0_g1,ddx11 zgc:92172,1.315737091,0.0492906
TRINITY_DN4456_c0_g1,DUSP3,1.36321574,0.000196146
TRINITY_DN44652_c1_g1,,1.300949485,0.038822927
TRINITY_DN4472_c0_g1,Lrrc45,1.5504071,0.002062687
TRINITY_DN450_c1_g3,rpl22l1,1.010350777,0.000692159
TRINITY_DN4510_c0_g3,,3.293212917,0.001844997
TRINITY_DN4529_c0_g2,FAM107B,1.104533933,0.008186341
TRINITY_DN45387_c0_g1,CIP2A RCJMB04_1n3,1.121936256,0.005945557
TRINITY_DN45720_c2_g1,,2.080276863,0.026990218
TRINITY_DN45782_c0_g1,CUBN IFCR,2.177059047,0.007048316
TRINITY_DN45788_c0_g1,,3.484028763,0.034650281
TRINITY_DN45788_c2_g1,,2.181824025,0.030854516
TRINITY_DN45924_c0_g2,OLIG2 BHLHB1 BHLHE19 PRKCBP2 RACK17,1.116898693,0.006677211
TRINITY_DN45965_c0_g1,Kif9,2.944431201,0.02151083
TRINITY_DN4602_c0_g2,,1.601232013,0.02365875
TRINITY_DN4623_c0_g1,,1.138743457,0.001990319
TRINITY_DN46243_c0_g1,,1.403372654,0.046209363
TRINITY_DN46267_c0_g1,,1.51181882,0.013325902
TRINITY_DN46348_c1_g1,,2.28752816,0.029198334
TRINITY_DN46353_c0_g1,bag,2.383592079,0.028105652
TRINITY_DN46422_c2_g1,,1.5411083,0.017604346
TRINITY_DN4648_c0_g1,Sgce,2.35914052,0.010915341
TRINITY_DN4657_c7_g1,,1.664009485,0.023922346
TRINITY_DN4658_c0_g1,Oga Hexc Mea5 Mgea5,1.116875163,0.000629879
TRINITY_DN46677_c0_g1,,1.661372893,0.044904557
TRINITY_DN46683_c0_g1,,2.517605997,0.03601193
TRINITY_DN4683_c4_g1,,2.04838791,0.029234535
TRINITY_DN46909_c0_g1,,2.180435039,0.007627832
TRINITY_DN46920_c4_g1,,1.891324046,0.045869962
TRINITY_DN46981_c0_g2,,2.233116398,0.006516907
TRINITY_DN4705_c0_g2,,1.506676562,0.042936098
TRINITY_DN47116_c1_g1,,2.345561369,0.001020888
TRINITY_DN47131_c0_g1,,2.091922459,0.049426957
TRINITY_DN47158_c0_g1,PLA2G12B PLA2G13 FKSG71,2.299373276,0.007549517
TRINITY_DN4717_c0_g1,Nmes1,1.142680826,0.003211811
TRINITY_DN4733_c1_g1,,1.151634641,0.001441664
TRINITY_DN4745_c1_g2,spt5 SPAC23C4.19,1.552175844,0.005511907
TRINITY_DN47456_c0_g1,DPT,1.342029105,0.008119632
TRINITY_DN4749_c0_g1,NPIPB5,2.532028327,0.015864631
TRINITY_DN47504_c0_g1,ASB15,2.659362263,0.019134941
TRINITY_DN4753_c1_g3,rbm48 si:ch211-173p18.5,1.70589302,0.016698564
TRINITY_DN47575_c1_g2,,1.589312851,0.002518905
TRINITY_DN477_c0_g3,,2.467777969,0.000969593
TRINITY_DN4770_c1_g2,,1.157602109,0.000826403
TRINITY_DN4777_c0_g1,Hpgd Pgdh1,1.49026313,0.037371672
TRINITY_DN47805_c0_g2,OMG OMGP,1.077408084,0.003506385
TRINITY_DN4782_c10_g1,,2.3066636,0.006592531
TRINITY_DN479_c3_g1,,1.240843889,0.000178919
TRINITY_DN47924_c0_g1,,2.998872697,0.003479559
TRINITY_DN4794_c0_g1,,1.002436026,0.017927296
TRINITY_DN48022_c0_g1,,1.16939861,0.048194136
TRINITY_DN4819_c1_g1,shha,1.885983823,0.039933484
TRINITY_DN48225_c1_g1,HUS1,1.097299279,0.02173053
TRINITY_DN4842_c3_g1,,1.106045712,0.024256827
TRINITY_DN4846_c0_g2,,3.165988582,0.007257423
TRINITY_DN48554_c0_g1,dnai7 cfap94 si:dkey-172o10.5,1.667848218,0.002759012
TRINITY_DN48561_c0_g1,,1.138215787,0.016591806
TRINITY_DN4861_c0_g2,,1.009764391,0.049426957
TRINITY_DN48627_c0_g1,,1.383487369,0.040220328
TRINITY_DN48755_c0_g1,CUBN,2.767075365,0.009579827
TRINITY_DN4880_c0_g1,nabp1 obfc2a ssb2 zgc:101644,1.782933313,0.000197948
TRINITY_DN48815_c3_g1,,1.467379529,0.009504499
TRINITY_DN48816_c0_g1,,3.470972665,0.000915201
TRINITY_DN48845_c0_g1,,1.491173066,0.023815473
TRINITY_DN4888_c0_g1,hsp70,2.212742534,0.032333758
TRINITY_DN48976_c2_g1,,1.353760744,0.005469146
TRINITY_DN4901_c0_g1,,1.031089072,0.048930607
TRINITY_DN4903_c0_g1,,1.192709279,0.015926154
TRINITY_DN4903_c0_g2,Mccc2,1.229664514,0.003466157
TRINITY_DN49079_c2_g1,,1.260446651,0.018663407
TRINITY_DN491_c0_g1,SERPINH1 HSP47,1.381393867,0.000181229
TRINITY_DN49202_c0_g1,,3.156058812,0.033575136
TRINITY_DN49234_c0_g1,,1.298970907,0.01534514
TRINITY_DN49317_c1_g1,,1.196097114,0.028975503
TRINITY_DN494_c0_g1,DMBT1,1.493645594,0.047763753
TRINITY_DN49412_c0_g1,,3.240662578,0.006769636
TRINITY_DN49647_c0_g1,,2.204649077,0.027248815
TRINITY_DN49647_c2_g3,,2.383321868,0.03018969
TRINITY_DN49842_c0_g1,,1.410076633,0.021908555
TRINITY_DN4988_c1_g3,,1.552278463,0.001391984
TRINITY_DN50011_c0_g2,,2.855631396,0.009579827
TRINITY_DN5003_c0_g1,Rasgrp1 Rasgrp,1.088327031,0.04881117
TRINITY_DN5003_c0_g2,,1.151813925,0.02956709
TRINITY_DN5015_c0_g1,,1.148310263,0.005955457
TRINITY_DN5047_c0_g1,,2.083327263,0.00874197
TRINITY_DN50666_c0_g1,,1.118940403,0.040201402
TRINITY_DN5072_c0_g1,,1.635882091,0.003981277
TRINITY_DN50802_c0_g1,Cetn3 Cen3,1.318336336,0.000450516
TRINITY_DN50812_c3_g1,,1.235092188,0.01619677
TRINITY_DN5092_c2_g1,,2.806589505,0.004767512
TRINITY_DN51141_c0_g1,gpr183,1.141887757,0.049351533
TRINITY_DN51191_c0_g4,SLC24A2 NCKX2,2.592887726,0.009904371
TRINITY_DN51222_c0_g1,,1.436996987,0.022969917
TRINITY_DN51242_c0_g1,GJA3,2.652043755,0.008262382
TRINITY_DN51275_c0_g1,,1.109781177,0.024016682
TRINITY_DN51301_c0_g1,,4.184528154,0.000989935
TRINITY_DN5148_c7_g1,ZNF500 KIAA0557 ZKSCAN18,1.039966538,0.009667236
TRINITY_DN5191_c1_g3,smurf2,1.491915824,0.00531328
TRINITY_DN52105_c0_g3,tc1a tca T07D3.8,1.080916056,0.011608636
TRINITY_DN52121_c0_g1,,1.400168351,0.014183719
TRINITY_DN52241_c1_g1,,1.408406644,0.045117731
TRINITY_DN5254_c0_g2,,1.672530123,0.04267928
TRINITY_DN52704_c0_g1,,1.145950819,0.022023315
TRINITY_DN52742_c0_g1,ODAD2 ARMC4,1.119190791,0.007893433
TRINITY_DN52892_c1_g1,,1.728831343,0.029780911
TRINITY_DN52967_c0_g1,,1.624849263,0.022788574
TRINITY_DN52992_c0_g1,GHSR,1.076096974,0.03920857
TRINITY_DN53041_c0_g1,,1.150239344,0.027519263
TRINITY_DN5305_c1_g1,Itprid2 Kiaa1927 Krap Ssfa2,1.309627172,0.002692532
TRINITY_DN5305_c1_g2,Itprid2 Kiaa1927 Krap Ssfa2,1.308898265,0.000866655
TRINITY_DN5317_c2_g3,,1.102525124,0.006665876
TRINITY_DN53199_c0_g2,ARSG,1.345602571,0.017411219
TRINITY_DN5324_c3_g1,,2.582338324,0.030527795
TRINITY_DN53302_c0_g1,FTCDNL1 FONG,1.509868641,0.014988435
TRINITY_DN5345_c0_g1,,1.956679607,0.001676703
TRINITY_DN53465_c0_g1,Atad5 Frag1,1.60424872,0.022723504
TRINITY_DN53491_c0_g1,,2.068468893,0.013402938
TRINITY_DN5380_c4_g1,,2.320474161,0.008181904
TRINITY_DN53803_c0_g1,,1.189187952,0.047780108
TRINITY_DN53836_c0_g1,NEFM,2.223276356,0.001304662
TRINITY_DN53848_c0_g1,,1.491604118,0.009913994
TRINITY_DN53848_c0_g2,,1.373589658,0.002877598
TRINITY_DN53889_c0_g1,,1.101885774,0.033721905
TRINITY_DN539_c6_g1,,1.074276157,0.045467947
TRINITY_DN5396_c0_g1,,1.453472184,0.003087001
TRINITY_DN5412_c1_g1,,1.765206219,0.040941543
TRINITY_DN5421_c0_g1,,2.068896355,0.000202458
TRINITY_DN5434_c0_g1,Cox7a2 Cox7a3 Cox7al,1.491406682,0.019442967
TRINITY_DN54355_c0_g1,,1.107811273,0.025909752
TRINITY_DN54425_c0_g3,TRIM17 RBCC RNF16 TERF,1.380684001,0.01028652
TRINITY_DN54431_c0_g1,inaK,1.999461725,0.002194481
TRINITY_DN54550_c0_g2,plcxd1 zgc:112023,1.074413381,0.001520937
TRINITY_DN54550_c2_g1,gtpbp6,2.067478701,0.009870441
TRINITY_DN54653_c0_g1,ccne1 ccne cyce,1.287348446,0.030298862
TRINITY_DN54717_c0_g1,,1.343722129,0.025108949
TRINITY_DN54739_c0_g2,kynu 26773,1.475774556,0.028312842
TRINITY_DN54771_c0_g1,,1.938428728,0.001100797
TRINITY_DN5491_c2_g1,,1.81346925,0.000621645
TRINITY_DN54928_c2_g1,,2.680079264,0.004358233
TRINITY_DN5498_c0_g2,Kif20b Mphosph1,2.552924854,0.016601322
TRINITY_DN55027_c0_g2,,2.118275146,0.000868982
TRINITY_DN5512_c0_g1,,1.349281279,0.001043862
TRINITY_DN5513_c0_g1,PER2,1.178505681,0.026645313
TRINITY_DN5514_c0_g1,PERM1 C1orf170,1.385126584,0.007027403
TRINITY_DN55157_c1_g1,Exosc1 Csl4,1.018149646,0.002498838
TRINITY_DN55194_c0_g2,,1.026036468,0.038315555
TRINITY_DN55214_c1_g1,,1.314736205,0.049384029
TRINITY_DN55217_c1_g1,,1.884086902,0.01488404
TRINITY_DN5522_c1_g1,rasgef1bb rasgef zgc:91814,1.021309159,0.040826638
TRINITY_DN5522_c1_g2,,1.036106873,0.034322905
TRINITY_DN55260_c0_g1,,1.311463757,0.009039917
TRINITY_DN55364_c1_g1,,1.549394815,0.016168595
TRINITY_DN55527_c0_g1,,1.00308991,0.037907574
TRINITY_DN55577_c0_g1,P2RX7,1.914926633,0.00269796
TRINITY_DN55587_c0_g1,,1.762401061,0.012661036
TRINITY_DN55623_c1_g1,,1.617312751,0.028403047
TRINITY_DN55650_c2_g1,,1.160654339,0.008470573
TRINITY_DN5585_c1_g1,,1.479050036,0.039053616
TRINITY_DN55866_c0_g1,,1.303448559,0.010545608
TRINITY_DN55929_c0_g1,Gpr34,3.596913029,0.025820973
TRINITY_DN56025_c0_g1,,1.281158848,0.026714246
TRINITY_DN56042_c1_g1,,2.449413774,0.024950531
TRINITY_DN56164_c0_g1,drc1 ccdc164 si:dkey-65b13.6,1.373749471,0.006392044
TRINITY_DN56297_c5_g1,,2.905221328,0.037594222
TRINITY_DN5644_c9_g1,,1.526725759,0.014909009
TRINITY_DN5655_c0_g1,,2.305026356,0.004095551
TRINITY_DN56574_c1_g1,,1.978295334,0.006369739
TRINITY_DN56598_c2_g1,,3.267891702,0.003068408
TRINITY_DN56617_c0_g2,,1.546588559,0.030602492
TRINITY_DN56693_c2_g1,,1.542371301,0.044371819
TRINITY_DN56787_c0_g1,,1.330374438,0.007629155
TRINITY_DN56854_c0_g1,,1.142930771,0.013325902
TRINITY_DN56932_c0_g1,,4.100714179,0.000475322
TRINITY_DN5705_c0_g1,CFP PFC,2.83324136,0.01645442
TRINITY_DN57162_c0_g2,,1.558647924,0.008058208
TRINITY_DN57256_c0_g1,DLG5 KIAA0583 PDLG,1.511275103,0.032235641
TRINITY_DN57661_c0_g1,TRPV1 VR1,2.991074586,0.011516286
TRINITY_DN5770_c0_g1,0,1.032478138,0.03569538
TRINITY_DN5776_c0_g1,,1.296956706,0.03672157
TRINITY_DN57774_c7_g1,,1.887762057,0.009094438
TRINITY_DN578_c0_g1,,1.072892072,3.91E-05
TRINITY_DN5802_c1_g1,,1.815981123,0.006100083
TRINITY_DN58122_c0_g1,SPEF1,2.03783811,0.026272312
TRINITY_DN58284_c1_g1,,1.855448648,0.015012711
TRINITY_DN5830_c1_g1,,2.819328788,0.000135268
TRINITY_DN5860_c1_g2,,1.088518633,0.022019178
TRINITY_DN58659_c0_g1,KCNJ11 KIR62,1.135623666,0.03886419
TRINITY_DN58734_c0_g2,ZNF271,1.462869462,0.004926445
TRINITY_DN5876_c5_g1,,2.39562322,0.031863814
TRINITY_DN5876_c6_g1,BLVRB FLR,1.721915584,0.025360667
TRINITY_DN5879_c1_g1,XDH,1.528534156,0.041946696
TRINITY_DN59014_c0_g3,,2.030806998,0.024450115
TRINITY_DN59069_c0_g1,,1.179305858,0.023720789
TRINITY_DN59124_c0_g3,,2.016080296,0.022472201
TRINITY_DN5913_c0_g2,s100a1,1.360059863,0.000290277
TRINITY_DN5942_c5_g1,,1.385089675,0.035093539
TRINITY_DN5944_c0_g1,SERPINB1 ELANH2,1.512764355,0.025562546
TRINITY_DN59520_c0_g1,,1.693304239,0.000261235
TRINITY_DN5960_c0_g1,,1.103382872,0.022810477
TRINITY_DN59673_c3_g1,,2.92603862,0.017707389
TRINITY_DN59700_c1_g1,,1.24229194,0.043775405
TRINITY_DN5976_c2_g1,,1.061698141,0.040902673
TRINITY_DN59809_c0_g1,AKR1D1 SRD5B1,1.778284531,0.004899171
TRINITY_DN5982_c3_g1,,2.47213423,0.034757872
TRINITY_DN5984_c0_g1,,1.330490412,0.011985221
TRINITY_DN5984_c0_g3,,1.263944528,0.006876197
TRINITY_DN5990_c0_g1,,1.228682087,0.000102753
TRINITY_DN6009_c0_g2,,1.408265192,0.02267803
TRINITY_DN6027_c2_g1,,1.145815147,0.039915198
TRINITY_DN60272_c0_g1,Ankmy1,1.034423982,0.020127362
TRINITY_DN6037_c0_g1,,1.082353659,0.037891823
TRINITY_DN60811_c0_g1,,1.941390754,0.030102667
TRINITY_DN6122_c0_g4,,2.303804671,0.002089619
TRINITY_DN61417_c0_g1,,1.168373183,0.019760797
TRINITY_DN6142_c0_g3,samd4a smaug1,1.209712205,0.007911773
TRINITY_DN6151_c0_g1,,1.310371128,0.000571183
TRINITY_DN6152_c0_g1,hba2,1.695165276,0.035259807
TRINITY_DN61625_c0_g1,,2.161188449,0.027992838
TRINITY_DN61625_c1_g1,,2.823251861,0.008119632
TRINITY_DN6180_c3_g2,,1.953792754,0.038394347
TRINITY_DN6185_c0_g1,HNRNPA1L2 HNRNPA1L,1.154904586,6.87E-06
TRINITY_DN6190_c1_g1,,1.741292228,0.015762199
TRINITY_DN61924_c0_g1,HES6 BHLHB41,2.179364403,0.023960579
TRINITY_DN61933_c1_g1,,1.600738421,0.005964014
TRINITY_DN620_c0_g1,,1.165857115,0.004693973
TRINITY_DN6207_c0_g1,GLA,1.359453994,0.020393805
TRINITY_DN6212_c1_g1,ccsap si:dkey-162b3.6,1.390379552,0.044924217
TRINITY_DN62145_c0_g2,,1.338867485,0.016726749
TRINITY_DN622_c0_g1,,2.707992689,0.000139555
TRINITY_DN62435_c0_g1,stn1 obfc1 dkey-100g3.3 zgc:64174,1.047762643,0.002832235
TRINITY_DN625_c7_g1,,1.027494499,0.017879793
TRINITY_DN62603_c0_g1,,3.387749311,0.015189927
TRINITY_DN6277_c0_g4,,1.699070925,0.042417541
TRINITY_DN6280_c0_g2,hnrnpc hnrpc,1.214507188,0.000155398
TRINITY_DN6283_c0_g1,AP5Z1 KIAA0415 SPG48,1.180880429,0.001990319
TRINITY_DN6291_c0_g1,,1.207748222,0.000921526
TRINITY_DN630_c4_g2,,2.774585843,0.005134949
TRINITY_DN63094_c0_g2,,1.091249429,0.049079831
TRINITY_DN6320_c1_g1,,1.096201364,0.043444539
TRINITY_DN63201_c2_g1,,1.45876995,0.008579888
TRINITY_DN63233_c0_g1,SLC6A13,1.162228236,0.003573601
TRINITY_DN63359_c0_g1,ROPE PF3D7_0203000 PFB0145c,1.749187749,0.002005785
TRINITY_DN63396_c0_g1,WDHD1 AND1,1.061995238,0.013864856
TRINITY_DN63524_c1_g1,neuO APECO1_4217,1.585853085,0.036333563
TRINITY_DN63712_c0_g1,MKS1,1.119197468,0.006665915
TRINITY_DN6378_c0_g1,hdhd2 zgc:110332,1.120384925,0.000538967
TRINITY_DN63953_c0_g3,cep120 ccdc100,1.332629816,0.021820913
TRINITY_DN64_c2_g1,Bhlhe40 Bhlhb2 Sharp2,1.282058936,0.000102358
TRINITY_DN64146_c0_g2,epo,1.66028706,0.027886496
TRINITY_DN64238_c0_g2,CMLKR1,1.228238972,0.01458747
TRINITY_DN64243_c0_g1,atp1a1,1.695228483,0.022026966
TRINITY_DN6431_c6_g1,,1.022769889,0.020320484
TRINITY_DN64341_c1_g2,,1.228472294,0.049899529
TRINITY_DN6446_c0_g1,,1.04284973,0.017249727
TRINITY_DN646_c1_g1,ANKRD44 RCJMB04_2g14,1.103875568,7.16E-05
TRINITY_DN64674_c0_g1,,1.444037135,0.007415021
TRINITY_DN647_c2_g1,,1.188539451,0.000721624
TRINITY_DN64782_c0_g1,MORN2 MOPT,1.07537946,0.014788802
TRINITY_DN6479_c0_g1,,1.715996125,0.000547098
TRINITY_DN6479_c0_g2,,2.545993461,0.020507269
TRINITY_DN648_c0_g2,,2.054434255,0.040434502
TRINITY_DN6496_c0_g1,,3.150190168,0.030148937
TRINITY_DN6504_c0_g1,,1.154457483,0.008119632
TRINITY_DN6504_c0_g2,,1.217115231,0.001604575
TRINITY_DN6504_c0_g3,,1.04246396,0.000205985
TRINITY_DN6515_c0_g1,,1.244130264,0.000864518
TRINITY_DN65227_c0_g1,,2.655170941,0.046163175
TRINITY_DN6525_c0_g1,TbgDal_IV3690,1.067070461,0.027908032
TRINITY_DN65283_c0_g1,,3.533488252,0.003704541
TRINITY_DN65292_c0_g2,,2.829792021,0.020331019
TRINITY_DN6536_c1_g2,CCDC9,1.240958904,0.003253706
TRINITY_DN65597_c0_g1,Epb41l2 Epb4.1l2,1.805522417,0.034397681
TRINITY_DN6617_c1_g2,,1.178521457,0.031867565
TRINITY_DN66177_c0_g1,,2.978095081,0.004360608
TRINITY_DN66274_c0_g1,,2.597948577,0.015409314
TRINITY_DN66376_c0_g2,cpq pgcp,1.060787812,0.012250224
TRINITY_DN666_c1_g1,,2.143370057,0.036736738
TRINITY_DN6664_c7_g1,,2.304119582,0.023152822
TRINITY_DN66651_c0_g1,,1.006240149,0.009849131
TRINITY_DN6682_c0_g1,Foxj3 Kiaa1041,1.333555482,0.010271695
TRINITY_DN66943_c0_g1,,3.193888728,0.023720789
TRINITY_DN66992_c3_g1,,1.287539188,0.022026966
TRINITY_DN67181_c0_g1,,1.217820683,0.001377532
TRINITY_DN67181_c2_g1,,1.853425802,0.017116214
TRINITY_DN6730_c0_g1,MICAL2 KIAA0750 MICAL2PV1 MICAL2PV2 MICALCL,1.256221921,0.011236825
TRINITY_DN6730_c2_g1,,3.22370819,0.011141047
TRINITY_DN67458_c0_g1,ITGB4,1.16733117,0.049717553
TRINITY_DN67822_c0_g1,,1.655879789,0.013126435
TRINITY_DN6797_c0_g1,,1.267026027,0.044149128
TRINITY_DN68036_c0_g1,CRYAB,1.711422552,0.019546622
TRINITY_DN68065_c0_g1,THADA,1.009232952,0.036458619
TRINITY_DN68127_c0_g1,SIPA1L1 E6TP1 KIAA0440,1.004246457,0.038054933
TRINITY_DN68190_c0_g1,,2.46949663,0.008979464
TRINITY_DN68688_c0_g1,,1.431807859,0.019974553
TRINITY_DN68825_c0_g1,NAC082 VNI1 At5g09330 T5E8.130,1.088512525,0.040828422
TRINITY_DN69345_c0_g1,,2.721623659,0.047342295
TRINITY_DN69531_c0_g1,,2.411858527,0.04876288
TRINITY_DN69606_c4_g1,,1.506650041,0.024361309
TRINITY_DN69698_c0_g1,,1.029329385,0.043943582
TRINITY_DN6970_c0_g2,,1.888893789,0.036964789
TRINITY_DN6976_c0_g1,F5,1.826735533,0.001658481
TRINITY_DN7004_c0_g1,DHRS4,1.029621816,0.00268398
TRINITY_DN70289_c4_g1,ANXA2 ANX2,1.190728622,0.002108261
TRINITY_DN70338_c0_g1,atg4da si:ch211-212h16.5,2.526630591,0.03601193
TRINITY_DN70405_c0_g1,,1.793706336,0.012324295
TRINITY_DN7064_c0_g1,ACSS2 ACAS2,1.146964123,0.002407878
TRINITY_DN7065_c0_g3,,1.406639363,0.00947058
TRINITY_DN7065_c3_g1,,1.409301698,0.024985323
TRINITY_DN7065_c4_g1,,1.56496323,0.027177993
TRINITY_DN70751_c0_g1,,2.215685366,0.010073368
TRINITY_DN709_c1_g1,,2.386130071,0.011181481
TRINITY_DN7102_c2_g1,Wrap53 Tcab1 Wdr79,1.017384754,0.001371434
TRINITY_DN7113_c5_g1,,2.027763316,0.001733429
TRINITY_DN7115_c2_g1,,1.084605491,0.006637105
TRINITY_DN7121_c0_g1,,1.385693624,0.010301292
TRINITY_DN71394_c1_g1,ZKSCAN4 ZNF307 ZNF427,1.291078259,0.031235446
TRINITY_DN7142_c0_g4,,1.453615432,0.042943185
TRINITY_DN716_c5_g1,,1.20334715,0.048156763
TRINITY_DN71630_c0_g1,cryaa,1.592862914,0.000182888
TRINITY_DN71630_c0_g3,,1.370077701,0.025687793
TRINITY_DN717_c22_g1,,4.180799611,0.010749805
TRINITY_DN7194_c0_g1,,1.617253473,0.015050469
TRINITY_DN72_c1_g2,,2.401022237,0.001509794
TRINITY_DN72016_c0_g1,GGT5 GGTLA1,1.767188328,0.025684594
TRINITY_DN72022_c1_g1,,1.096534296,0.00269796
TRINITY_DN7208_c0_g2,,1.804108442,0.03933555
TRINITY_DN72156_c0_g1,,2.221338104,0.000449407
TRINITY_DN7225_c0_g3,,2.090674304,0.03920857
TRINITY_DN7228_c1_g1,,1.715548876,0.01138972
TRINITY_DN7232_c0_g1,glmU CYB_2635,1.326398848,0.019031661
TRINITY_DN72394_c0_g1,,1.897103749,0.019881396
TRINITY_DN7250_c0_g2,,1.249249513,0.000370303
TRINITY_DN72739_c0_g1,FTCD,2.849046209,0.015094409
TRINITY_DN7295_c0_g1,H1-5 H1f5 HIf5 Hist1h1b,1.081691592,0.031170833
TRINITY_DN7295_c1_g1,,1.937582871,0.040228889
TRINITY_DN7334_c5_g1,,1.13646387,0.000996116
TRINITY_DN73425_c0_g1,ZEB1 TCF8,1.035577714,0.030427754
TRINITY_DN7360_c0_g1,Cd84 Slamf5,1.228353664,0.029428808
TRINITY_DN738_c0_g1,npl zgc:76930,1.044492415,0.003264298
TRINITY_DN7380_c0_g2,,1.547329707,0.015890066
TRINITY_DN73810_c0_g1,GART,1.053607828,0.020059894
TRINITY_DN7388_c0_g1,Znf569 Zfp74,1.056107487,0.000699426
TRINITY_DN7394_c0_g1,Glb1l2,1.12660154,0.001602119
TRINITY_DN74114_c0_g1,Lrrc56,1.753422574,0.035178566
TRINITY_DN7414_c5_g1,,3.089038165,0.005759339
TRINITY_DN7421_c3_g1,Phlda1 Tdag51,1.032254516,0.041874442
TRINITY_DN7453_c3_g1,ZC3H13 KIAA0853,1.051076365,0.030886907
TRINITY_DN74543_c0_g1,Zscan20 Zfp31,1.290340859,0.012691521
TRINITY_DN74545_c0_g1,C6orf118,1.536894822,0.033575136
TRINITY_DN74598_c0_g1,,2.342570323,0.04193487
TRINITY_DN7480_c2_g1,PLEKHG4 PRTPHN1,1.618443221,0.008969366
TRINITY_DN7492_c2_g1,,1.539323507,0.038008703
TRINITY_DN74962_c0_g1,,1.00838629,0.010395867
TRINITY_DN75486_c0_g1,,2.885578121,0.039134764
TRINITY_DN7570_c0_g1,,1.729534165,0.00617586
TRINITY_DN75852_c0_g1,,1.587554458,0.04439591
TRINITY_DN7600_c0_g1,,1.685457994,0.006337511
TRINITY_DN76107_c0_g1,,1.517692835,0.010651513
TRINITY_DN7612_c1_g1,,1.848712234,0.017557364
TRINITY_DN7616_c3_g1,,1.133466808,0.009585436
TRINITY_DN7616_c3_g2,PAXBP1 C21orf66 GCFC GCFC1,1.639730326,0.009094438
TRINITY_DN7621_c1_g1,,1.388525341,0.013012721
TRINITY_DN7632_c0_g1,,1.482935055,0.000115904
TRINITY_DN7635_c0_g1,Lyz1 Lzp-s,1.466874891,0.030628906
TRINITY_DN7639_c0_g2,,1.114398795,0.033586903
TRINITY_DN7644_c0_g2,,1.999461789,0.00427243
TRINITY_DN769_c1_g1,,1.409953099,0.001447984
TRINITY_DN7717_c3_g1,,1.028475486,0.010636645
TRINITY_DN775_c0_g1,FGD6 KIAA1362 ZFYVE24,1.136270763,0.000124739
TRINITY_DN7764_c0_g2,,1.183685007,0.021597455
TRINITY_DN77839_c0_g1,,2.250678815,0.018294739
TRINITY_DN7785_c0_g2,,1.072070609,0.019455788
