GeneID	Gene_me	logFC	P_Value	adj_P_Val
TRINITY_DN14598_c0_g2		-1.363467724	0.0010998	0.012745961
TRINITY_DN18422_c0_g1		-1.363313785	0.000295826	0.005560626
TRINITY_DN150624_c0_g1		-1.363026681	0.00043199	0.007056751
TRINITY_DN179_c2_g1		-1.362712741	0.006270895	0.040192573
TRINITY_DN23365_c0_g1		-1.362484028	0.000817116	0.010513704
TRINITY_DN151380_c0_g1		-1.362449831	0.000405464	0.006779476
TRINITY_DN1854_c0_g1		-1.361484826	2.28E-06	0.000354516
TRINITY_DN1365_c2_g2		-1.361428	0.000726475	0.009787563
TRINITY_DN32599_c0_g1		-1.361321158	0.000333908	0.006000624
TRINITY_DN17388_c0_g1	Mmp19 Rasi	-1.360334134	0.006763458	0.042108287
TRINITY_DN5223_c1_g1		-1.360222262	8.29E-06	0.000692159
TRINITY_DN21336_c0_g1		-1.359718302	0.000334337	0.006004836
TRINITY_DN41784_c0_g1	ASB9	-1.359488674	0.000116549	0.003120082
TRINITY_DN16810_c0_g3		-1.359185237	0.00175313	0.017315506
TRINITY_DN153638_c0_g1		-1.35909244	0.004381199	0.031721494
TRINITY_DN856_c2_g1		-1.35877939	2.41E-05	0.00125668
TRINITY_DN44932_c0_g1		-1.358362345	0.001640175	0.016572984
TRINITY_DN139162_c0_g1		-1.358341655	0.00690255	0.042647456
TRINITY_DN34496_c0_g2		-1.357931495	1.18E-05	0.000834449
TRINITY_DN641_c0_g1	FBXO21	-1.356633178	0.000204734	0.004418137
TRINITY_DN16743_c1_g2		-1.35652468	0.00163214	0.016526953
TRINITY_DN9657_c0_g2		-1.355581641	0.001475882	0.015467198
TRINITY_DN13073_c2_g1		-1.355053146	0.001115314	0.012872598
TRINITY_DN29507_c1_g1	chrnb2	-1.354677668	0.000102462	0.002892923
TRINITY_DN923_c1_g1	TUB2; TUB4	-1.353941679	9.63E-09	1.74E-05
TRINITY_DN18373_c0_g1		-1.353824199	0.000231638	0.00478208
TRINITY_DN7964_c1_g1	tbc1d32 bromi si:dkey-233p4.1	-1.353679129	1.80E-05	0.001057522
TRINITY_DN5071_c1_g1		-1.353454276	0.002363127	0.021080398
TRINITY_DN4107_c0_g1	Sf3b6 Sf3b14	-1.35291962	0.001411938	0.01501625
TRINITY_DN151769_c0_g1	GRID2IP	-1.351860167	0.007203215	0.043803836
TRINITY_DN625_c3_g1		-1.351501619	3.19E-05	0.00146487
TRINITY_DN9355_c0_g2		-1.351055634	0.002642946	0.022742003
TRINITY_DN3112_c3_g1		-1.351001085	6.73E-05	0.002283094
TRINITY_DN42664_c0_g1		-1.350249889	0.000150085	0.003618688
TRINITY_DN733_c0_g1	ACY1	-1.349576876	3.97E-09	1.05E-05
TRINITY_DN5201_c3_g1		-1.349424988	2.05E-07	0.000108971
TRINITY_DN40805_c0_g1		-1.348808403	0.000311178	0.005746778
TRINITY_DN107952_c0_g1		-1.34871803	0.002406325	0.021356589
TRINITY_DN75196_c0_g1		-1.347480457	0.004146306	0.030587595
TRINITY_DN8073_c0_g1		-1.347334434	3.43E-05	0.001537679
TRINITY_DN30783_c1_g1		-1.346649722	0.000116982	0.003127005
TRINITY_DN2095_c2_g1		-1.346180123	0.008309902	0.04829581
TRINITY_DN4366_c1_g1		-1.345114358	0.000758606	0.010045548
TRINITY_DN57264_c0_g1		-1.344469217	0.001001608	0.011992879
TRINITY_DN33735_c0_g1		-1.344450195	5.94E-05	0.002116615
TRINITY_DN17655_c0_g1		-1.344070986	6.62E-05	0.002259652
TRINITY_DN12853_c1_g1		-1.343675112	0.000378967	0.00649646
TRINITY_DN3868_c1_g1		-1.343547908	0.003523925	0.027422218
TRINITY_DN19918_c0_g1	Mrc2 Kiaa0709	-1.342083743	0.000859199	0.010860642
TRINITY_DN16957_c0_g1	ESYT2 FAM62B KIAA1228	-1.341936277	0.000302053	0.005646733
TRINITY_DN30948_c0_g1		-1.340788586	1.82E-05	0.001063405
TRINITY_DN9083_c1_g1		-1.340111778	0.006348422	0.04052123
TRINITY_DN2175_c2_g1		-1.339911993	8.83E-05	0.002668801
TRINITY_DN42142_c1_g2	L1td1 Ecat11	-1.338586109	0.002430193	0.02151083
TRINITY_DN25584_c0_g1		-1.33796734	0.00739642	0.044540097
TRINITY_DN12374_c1_g1	PLA2R1 CLEC13C	-1.337546301	1.96E-05	0.001110038
TRINITY_DN80831_c0_g1		-1.336356629	0.001950766	0.018655086
TRINITY_DN2127_c0_g5	zc2hc1a fam164a zgc:63810	-1.335887093	1.66E-05	0.00101289
TRINITY_DN25375_c0_g1	RH2a PF13_0198 PF3D7_1335400	-1.334306385	6.49E-05	0.002232848
TRINITY_DN115646_c0_g1		-1.33306212	0.003634269	0.027995115
TRINITY_DN13666_c0_g2		-1.331730619	0.003513832	0.027370511
TRINITY_DN12554_c1_g1	XPO1 CRM1	-1.329551864	6.58E-06	0.00060925
TRINITY_DN22114_c0_g1	Kcnip2 Kchip2	-1.328524888	0.004326325	0.031454362
TRINITY_DN48826_c0_g1		-1.328312259	0.002085378	0.01949552
TRINITY_DN25010_c0_g3		-1.327534003	0.005458513	0.036821126
TRINITY_DN52389_c2_g1		-1.327435846	0.004125881	0.030481562
TRINITY_DN764_c0_g1		-1.327269043	3.97E-05	0.001660661
TRINITY_DN4707_c0_g1		-1.327194966	1.18E-05	0.000834598
TRINITY_DN27057_c0_g1		-1.32709409	0.0057424	0.038023682
TRINITY_DN8002_c0_g1	ELOVL5 ELO	-1.326550223	5.05E-06	0.000537094
TRINITY_DN12114_c0_g1		-1.326431244	7.69E-05	0.002482093
TRINITY_DN28783_c0_g1		-1.326377434	0.000138269	0.003451033
TRINITY_DN23144_c0_g1		-1.325614467	0.00028141	0.005384728
TRINITY_DN25715_c0_g1		-1.325332506	1.27E-05	0.00087132
TRINITY_DN29347_c0_g1		-1.324999132	0.000405429	0.006779476
TRINITY_DN11928_c2_g1	cep76 zgc:162328	-1.324308638	7.82E-05	0.002496564
TRINITY_DN56500_c0_g1	styx-b	-1.323817521	0.007736431	0.045911496
TRINITY_DN44246_c1_g1		-1.323686422	0.004605757	0.032851597
TRINITY_DN14285_c0_g1		-1.322620999	0.000194774	0.004284621
TRINITY_DN27099_c0_g1		-1.321859407	0.002247127	0.020402231
TRINITY_DN50109_c0_g1		-1.321573091	0.001675373	0.016793978
TRINITY_DN26395_c0_g1		-1.321054604	0.003676376	0.028217384
TRINITY_DN151847_c0_g1		-1.319624778	0.00097529	0.011757553
TRINITY_DN7235_c0_g1		-1.319037969	0.007091018	0.043352099
TRINITY_DN8196_c1_g3	Ptprd	-1.318665421	0.001705092	0.017031066
TRINITY_DN56008_c0_g1		-1.318518717	0.000395576	0.006671959
TRINITY_DN91059_c0_g1		-1.318337526	0.006845703	0.042423572
TRINITY_DN9406_c0_g1	PHKB	-1.318336634	1.54E-05	0.000976756
TRINITY_DN813_c3_g1		-1.317912238	0.000715195	0.009711136
TRINITY_DN39312_c1_g1		-1.316721441	0.002004745	0.018997695
TRINITY_DN12008_c0_g1	camk2d	-1.316429653	3.21E-06	0.000428648
TRINITY_DN23421_c0_g1		-1.315912241	0.000541593	0.008124952
TRINITY_DN46252_c1_g1		-1.315491229	0.000753496	0.009997175
TRINITY_DN36542_c1_g2		-1.315309383	0.002596265	0.022462403
TRINITY_DN15361_c0_g1		-1.315243622	0.000341696	0.006090944
TRINITY_DN17672_c1_g2	Kcnq4	-1.314865512	0.007869491	0.046487522
TRINITY_DN39335_c0_g1		-1.314836238	0.00043681	0.007103537
TRINITY_DN11855_c0_g3		-1.314748499	0.007730323	0.045900601
TRINITY_DN75985_c0_g1	ttyh3	-1.314308617	1.37E-05	0.000909998
TRINITY_DN9645_c0_g1		-1.313988075	4.26E-09	1.05E-05
TRINITY_DN79997_c0_g1		-1.313400756	0.001474526	0.015455614
TRINITY_DN6193_c0_g1	Cgrrf1 Cgr19	-1.31328031	0.000787697	0.010280848
TRINITY_DN105635_c0_g1		-1.313067151	0.006786854	0.042173157
TRINITY_DN458_c0_g1	jockey\pol pol	-1.312844589	0.002126144	0.019733347
TRINITY_DN8830_c0_g1	atxn10	-1.312735404	6.96E-10	6.87E-06
TRINITY_DN22174_c0_g3		-1.312634554	0.00034327	0.006100083
TRINITY_DN101618_c0_g1		-1.312423438	0.001680932	0.0168415
TRINITY_DN38803_c1_g1		-1.312350432	0.008702457	0.049704689
TRINITY_DN7846_c1_g1	SUN3 SUNC1	-1.311236314	0.001064003	0.012454987
TRINITY_DN24522_c0_g1	Lrrc8d Lrrc5	-1.310995466	6.21E-06	0.000589657
TRINITY_DN69964_c0_g1		-1.310298694	0.002242816	0.020373043
TRINITY_DN22400_c0_g1		-1.310223223	2.67E-05	0.00133477
TRINITY_DN16852_c0_g2		-1.309720371	7.84E-05	0.002497886
TRINITY_DN157152_c0_g1		-1.30868563	0.00740284	0.044565716
TRINITY_DN579_c1_g1		-1.307752815	0.004721096	0.033450169
TRINITY_DN17605_c0_g1		-1.307228751	0.000528406	0.008016716
TRINITY_DN3753_c0_g3	MFSD10 TETRAN	-1.306394862	0.006006213	0.03912148
TRINITY_DN27326_c1_g2		-1.305763719	0.006514186	0.04117072
TRINITY_DN3002_c0_g2		-1.305268683	0.000744536	0.00991665
TRINITY_DN48128_c1_g1		-1.305010467	0.000215749	0.004571756
TRINITY_DN18709_c0_g1		-1.304654827	0.007318859	0.044241304
TRINITY_DN155910_c0_g1		-1.304117913	0.002803465	0.023685226
TRINITY_DN39514_c0_g1		-1.304105754	0.001792511	0.017585637
TRINITY_DN8437_c1_g1	DAZAP2 PRTB	-1.303998142	1.73E-09	7.65E-06
TRINITY_DN16127_c2_g1		-1.303413863	0.000100785	0.00286295
TRINITY_DN49817_c1_g3	MYT1 KIAA0835 KIAA1050 MTF1 MYTI PLPB1	-1.303162695	9.95E-05	0.002843572
TRINITY_DN34210_c0_g1		-1.302878402	0.006603985	0.041568079
TRINITY_DN50087_c1_g1		-1.301841946	0.00128141	0.014099163
TRINITY_DN1524_c0_g2		-1.301822076	2.31E-05	0.001227366
TRINITY_DN8606_c0_g4	STK35 CLIK1 PDIK1 STK35L1	-1.301204903	4.05E-05	0.001682759
TRINITY_DN67748_c0_g1		-1.301094201	0.001694554	0.016950477
TRINITY_DN193_c0_g1	Wnk2 Kiaa1760	-1.300344109	1.18E-07	7.57E-05
TRINITY_DN25376_c0_g1	Tkt	-1.300190072	0.000272511	0.005265029
TRINITY_DN5137_c1_g2		-1.300110819	6.03E-06	0.000577501
TRINITY_DN51760_c0_g1		-1.30005184	0.005395869	0.036542601
TRINITY_DN18841_c2_g2		-1.29852107	0.005135683	0.035391395
TRINITY_DN5654_c0_g1		-1.297559049	1.47E-09	6.99E-06
TRINITY_DN26570_c0_g1		-1.297117551	0.00037174	0.006418959
TRINITY_DN26364_c0_g1		-1.296735759	0.003505661	0.02733176
TRINITY_DN24584_c0_g1		-1.293867431	0.000167449	0.003892937
TRINITY_DN712_c0_g2	BTN1A1 BTN	-1.292842556	0.000184562	0.00415621
TRINITY_DN7346_c0_g1	camk2d1 camk2db zgc:101001 zgc:173815	-1.292509575	0.000285345	0.005436436
TRINITY_DN124402_c0_g1	Klhl18	-1.292286378	0.007513957	0.045038202
TRINITY_DN17672_c1_g1	KCNQ4	-1.291617243	2.32E-05	0.001227366
TRINITY_DN19826_c1_g1		-1.291491238	6.13E-05	0.002153144
TRINITY_DN27475_c0_g1	PLCH1 KIAA1069 PLCL3	-1.291434705	0.000778422	0.010205101
TRINITY_DN22547_c0_g1		-1.290897019	0.00702346	0.043118374
TRINITY_DN3252_c6_g2		-1.290480714	0.000230209	0.004763718
TRINITY_DN19169_c1_g1		-1.290022158	0.008281809	0.04817117
TRINITY_DN6537_c0_g1	isy1-a ino1-a	-1.289687727	1.74E-08	2.56E-05
TRINITY_DN41265_c0_g1		-1.289020544	0.000442852	0.007165947
TRINITY_DN8651_c1_g1		-1.288469957	0.006905847	0.04266148
TRINITY_DN23714_c1_g1		-1.287871483	7.21E-05	0.002380399
TRINITY_DN27788_c0_g1	lmo1	-1.28761656	0.000245327	0.00493435
TRINITY_DN28430_c0_g1	CPXM1 CPX1 CPXM UNQ3015/PRO9782	-1.287044332	0.004006228	0.029922299
TRINITY_DN17443_c0_g1		-1.286983994	0.000419957	0.006922447
TRINITY_DN13336_c0_g1	Mmd2 Paqr10	-1.28638456	0.000811023	0.010474674
TRINITY_DN23136_c0_g1		-1.28611015	0.000868707	0.010931515
TRINITY_DN137793_c0_g1		-1.286052711	0.006682159	0.041851098
TRINITY_DN15442_c0_g1	MT-ND6 MTND6 DH6 ND6	-1.285152717	0.008238295	0.048008515
TRINITY_DN53937_c0_g1		-1.285013906	0.000628282	0.008914332
TRINITY_DN55523_c0_g1		-1.284605752	6.14E-05	0.002155024
TRINITY_DN9629_c2_g2		-1.284244285	0.00067699	0.009354077
TRINITY_DN23159_c1_g1		-1.28370839	0.001676632	0.016803879
TRINITY_DN31550_c1_g3	PPFIA4 KIAA0897	-1.283706231	0.005925676	0.038792114
TRINITY_DN4483_c1_g1		-1.282455697	0.007495203	0.044963938
TRINITY_DN18620_c0_g1		-1.282178713	0.000269232	0.00522724
TRINITY_DN30681_c0_g2		-1.281973519	0.001187859	0.013404229
TRINITY_DN75275_c0_g1		-1.281747733	0.006799084	0.042221903
TRINITY_DN42085_c1_g1		-1.281550643	0.002079721	0.019455788
TRINITY_DN18264_c0_g1		-1.278725035	0.000676554	0.009352106
TRINITY_DN14594_c0_g1		-1.27801739	8.49E-05	0.002603935
TRINITY_DN15149_c0_g1		-1.277804462	0.00096816	0.011705887
TRINITY_DN19892_c0_g1		-1.277723045	0.000402884	0.006752754
TRINITY_DN43010_c0_g1		-1.277477559	0.001455524	0.015326684
TRINITY_DN44118_c2_g1	Erc2 Cast1 D14Ertd171e Kiaa0378	-1.276346655	0.00551077	0.037015012
TRINITY_DN64901_c1_g1		-1.274675744	0.002310311	0.020782885
TRINITY_DN40553_c0_g2		-1.274520909	0.001541094	0.015902323
TRINITY_DN22598_c0_g1		-1.274137073	3.36E-06	0.00044297
TRINITY_DN4625_c0_g2		-1.273821117	0.004493521	0.032289766
TRINITY_DN14092_c0_g3		-1.273767574	0.000770046	0.010129701
TRINITY_DN52701_c1_g1		-1.273113799	0.001552897	0.015997488
TRINITY_DN3452_c2_g1		-1.272760146	7.89E-06	0.00067941
TRINITY_DN36028_c2_g1		-1.272688979	0.007407165	0.044583063
TRINITY_DN23720_c0_g1	Dync1i2 Dnci2 Dncic2	-1.272184165	0.000813356	0.010484431
TRINITY_DN717_c11_g2		-1.272052101	0.001966734	0.018743926
TRINITY_DN73887_c0_g1		-1.271525927	0.002242594	0.020373043
TRINITY_DN57181_c3_g1		-1.271378796	0.000576713	0.008424614
TRINITY_DN23132_c0_g1		-1.270228717	0.000178408	0.004059076
TRINITY_DN34685_c0_g1	MYO1H	-1.269758866	4.35E-05	0.001764915
TRINITY_DN75285_c0_g1		-1.269315983	0.002830715	0.023800517
TRINITY_DN16237_c2_g2		-1.269063134	0.006267784	0.040176804
TRINITY_DN18815_c0_g1	CD3D	-1.269007651	9.22E-05	0.002730608
TRINITY_DN19330_c0_g1		-1.266827778	0.001640067	0.016572984
TRINITY_DN11343_c2_g1		-1.266643479	0.002920182	0.024314377
TRINITY_DN90719_c0_g1		-1.266560447	0.006307791	0.040353657
TRINITY_DN44326_c0_g1		-1.266256893	0.005649856	0.037625092
TRINITY_DN25537_c0_g1		-1.265914309	0.000634763	0.008979464
TRINITY_DN12427_c0_g3		-1.265549675	0.000531035	0.008040534
TRINITY_DN30953_c0_g2		-1.265274742	0.00059812	0.008626163
TRINITY_DN14040_c1_g1		-1.26525672	0.001843294	0.017918724
TRINITY_DN14008_c0_g1		-1.265192499	3.10E-05	0.001446905
TRINITY_DN45615_c0_g2		-1.264479649	0.001043041	0.012298347
TRINITY_DN13779_c0_g1		-1.264173821	0.000819056	0.010525505
TRINITY_DN27127_c0_g1		-1.263981703	0.005565619	0.037261826
TRINITY_DN17655_c0_g2		-1.262300293	0.000833678	0.010644731
TRINITY_DN12195_c1_g1		-1.261428347	0.002318572	0.020824316
TRINITY_DN43675_c0_g2		-1.261238104	0.001008301	0.012042669
TRINITY_DN11168_c2_g1		-1.261162792	0.000153109	0.00367294
TRINITY_DN41646_c0_g1		-1.260767802	0.000409252	0.006826168
TRINITY_DN148946_c0_g1		-1.260416845	0.006817013	0.042292467
TRINITY_DN14873_c0_g2		-1.260334115	0.005879323	0.038612683
TRINITY_DN39034_c0_g1		-1.260148935	0.002519345	0.022026966
TRINITY_DN32962_c0_g1		-1.259640507	0.004879599	0.034153876
TRINITY_DN32761_c0_g1		-1.259299703	0.00306474	0.025081717
TRINITY_DN18711_c0_g1	pgi1 SAV_1770	-1.259243231	0.004517852	0.032404269
TRINITY_DN16739_c0_g1		-1.259185492	0.001049513	0.012336827
TRINITY_DN70774_c0_g1		-1.259064979	0.007078944	0.043304005
TRINITY_DN21685_c0_g1		-1.258314035	8.83E-05	0.002668801
TRINITY_DN18124_c0_g1	Camkmt Clnmt	-1.258241559	5.61E-05	0.00205184
TRINITY_DN17571_c0_g2	Cac1a Cach4 Cacn3 Cacnl1a4	-1.258199952	0.004203676	0.030849273
TRINITY_DN69965_c0_g1		-1.258101678	0.000510747	0.007858855
TRINITY_DN134572_c0_g1		-1.256673917	0.003706656	0.028366518
TRINITY_DN19055_c0_g1		-1.25602857	0.002519681	0.022026966
TRINITY_DN10560_c1_g1		-1.255847335	5.05E-05	0.001936131
TRINITY_DN12832_c0_g1		-1.25572705	0.000102122	0.002889729
TRINITY_DN26360_c1_g2		-1.254792698	2.05E-05	0.001148096
TRINITY_DN152006_c0_g1		-1.254407639	0.003268944	0.026128811
TRINITY_DN11901_c0_g1	Bhlhb3 Sharp1	-1.2540387	0.0027722	0.023519904
TRINITY_DN7656_c0_g1	CLDN11	-1.253900642	0.006570655	0.041434311
TRINITY_DN18797_c0_g2	neuO APECO1_4217	-1.252516378	0.000138678	0.003456065
TRINITY_DN833_c0_g1		-1.252089576	3.55E-07	0.000139763
TRINITY_DN29663_c0_g2		-1.252037852	0.00351439	0.027370511
TRINITY_DN14428_c0_g1	far1	-1.251678731	0.00067513	0.009337198
TRINITY_DN42712_c2_g1		-1.251569399	0.004908483	0.034313261
TRINITY_DN55878_c0_g1		-1.251208844	0.000314203	0.005784557
TRINITY_DN17822_c0_g1		-1.250978191	0.004136913	0.030541412
TRINITY_DN28576_c0_g1		-1.250389793	0.006482693	0.041055723
TRINITY_DN121376_c0_g1		-1.25025311	0.000995381	0.011941481
TRINITY_DN18286_c0_g1		-1.249429566	0.004987276	0.034674147
TRINITY_DN2964_c1_g2		-1.249266079	0.002351968	0.021029441
TRINITY_DN33579_c1_g1		-1.24842279	0.007766714	0.046060221
TRINITY_DN45736_c5_g1		-1.247729241	0.003595595	0.027811702
TRINITY_DN38270_c0_g3		-1.24724683	0.002411462	0.021389649
TRINITY_DN353_c1_g1		-1.246614067	3.96E-06	0.000479395
TRINITY_DN153721_c0_g1		-1.246410846	0.004196699	0.03080828
TRINITY_DN25670_c0_g1		-1.246254253	0.005764523	0.038114121
TRINITY_DN18216_c1_g1		-1.24563417	0.000409631	0.006828804
TRINITY_DN18534_c0_g1		-1.245578871	0.000518536	0.007927351
TRINITY_DN8838_c0_g1		-1.245532617	0.005170893	0.035579706
TRINITY_DN36654_c0_g1		-1.245231388	0.002166381	0.019926962
TRINITY_DN24344_c0_g1		-1.244899772	0.001439239	0.015213775
TRINITY_DN17428_c1_g2		-1.24468783	0.001546134	0.015943667
TRINITY_DN73432_c0_g1		-1.243842497	0.007219212	0.04387087
TRINITY_DN1196_c0_g1		-1.243807493	2.82E-05	0.001375051
TRINITY_DN55806_c0_g1		-1.243658928	0.002282986	0.020619358
TRINITY_DN2092_c1_g1		-1.242594455	0.008005564	0.047069849
TRINITY_DN23734_c0_g1		-1.241789726	0.001849654	0.017967541
TRINITY_DN61555_c1_g1		-1.24147869	0.000990268	0.011894005
TRINITY_DN306_c18_g1		-1.240846348	0.007004853	0.043032256
TRINITY_DN9334_c3_g1		-1.240776877	0.000437026	0.007105181
TRINITY_DN11976_c0_g1		-1.240202239	0.000195156	0.004285381
TRINITY_DN9287_c1_g1		-1.239983575	4.77E-06	0.000527109
TRINITY_DN13132_c0_g1	FBXL12 FBL12	-1.239846794	5.20E-07	0.000169745
TRINITY_DN11293_c1_g1		-1.239719115	0.000534813	0.008074243
TRINITY_DN14261_c0_g3		-1.239450702	5.30E-05	0.001990925
TRINITY_DN39854_c0_g1		-1.238899745	0.002356512	0.021050268
TRINITY_DN12031_c1_g1	SLC5A11 KST1 SMIT2	-1.238806114	0.007373544	0.044437007
TRINITY_DN24034_c2_g1		-1.238361375	0.000195062	0.004285381
TRINITY_DN30596_c1_g1		-1.237982083	0.003075131	0.025136774
TRINITY_DN9089_c1_g1		-1.236923401	0.001091249	0.01268734
TRINITY_DN24593_c0_g1		-1.236335316	0.001576248	0.016151708
TRINITY_DN26671_c0_g1		-1.235853447	0.007197122	0.043775405
TRINITY_DN24667_c3_g1		-1.23541744	0.001840014	0.017895293
TRINITY_DN31192_c0_g1		-1.235270074	0.0007175	0.009730475
TRINITY_DN54616_c0_g1		-1.234793962	0.000296128	0.005562918
TRINITY_DN2486_c4_g1		-1.234626217	0.006467631	0.041015954
TRINITY_DN6943_c2_g2		-1.234541397	0.004305664	0.031352138
TRINITY_DN7968_c2_g1		-1.234174704	6.54E-08	5.41E-05
TRINITY_DN39921_c0_g2	Nrxn1 Kiaa0578	-1.233651534	0.004331173	0.031477494
TRINITY_DN96642_c0_g1		-1.232346336	0.000598193	0.008626163
TRINITY_DN6677_c0_g1		-1.231896538	2.22E-07	0.00011093
TRINITY_DN18968_c0_g1		-1.23164647	0.000668636	0.009281615
TRINITY_DN203_c4_g1		-1.231346073	3.80E-05	0.00162151
TRINITY_DN3206_c1_g1		-1.231312104	0.000201225	0.004363181
TRINITY_DN60466_c0_g1		-1.230488211	0.001931241	0.018525748
TRINITY_DN19921_c0_g1		-1.230049107	0.00014361	0.003520301
TRINITY_DN119566_c0_g1		-1.229931738	0.00497934	0.034650281
TRINITY_DN49288_c0_g1		-1.229881949	0.005834399	0.03839523
TRINITY_DN4061_c0_g1		-1.229573818	0.001744222	0.017262742
TRINITY_DN8341_c4_g1	plcd3a zgc:158396	-1.22897002	0.001640522	0.016573777
TRINITY_DN16597_c0_g2		-1.22886451	0.000332684	0.005989666
TRINITY_DN38092_c0_g1	ints4	-1.228218614	0.004088884	0.030298862
TRINITY_DN88616_c0_g1		-1.227749997	0.005723597	0.037945028
TRINITY_DN18750_c2_g1		-1.226999215	0.00025307	0.005035957
TRINITY_DN2983_c0_g2	SLC38A3 G17 T1 SN1 ST3	-1.22696845	0.000116333	0.003119662
TRINITY_DN30660_c0_g1		-1.226014623	0.00033792	0.006053348
TRINITY_DN24569_c4_g1	Ace2	-1.225727607	0.006822279	0.042312382
TRINITY_DN11366_c0_g1		-1.224875283	0.001546504	0.015944818
TRINITY_DN49953_c0_g2		-1.224723297	0.004151125	0.030613118
TRINITY_DN50615_c1_g2		-1.224540364	0.003983054	0.029824481
TRINITY_DN79_c0_g1	Ccnt1	-1.224290821	6.79E-09	1.36E-05
TRINITY_DN4439_c1_g1		-1.22372407	7.93E-05	0.002516662
TRINITY_DN9809_c0_g1	Lpin1 Flde	-1.223476295	3.07E-05	0.001440953
TRINITY_DN91643_c0_g1		-1.22330376	0.002068703	0.019398344
TRINITY_DN123933_c0_g1		-1.222930773	0.007472792	0.044868722
TRINITY_DN20013_c4_g1		-1.222712169	0.002515863	0.022022893
TRINITY_DN14433_c0_g1		-1.222025057	0.00085777	0.01085092
TRINITY_DN19214_c0_g1	Skida1	-1.221700468	1.78E-05	0.001055115
TRINITY_DN2202_c0_g1		-1.221538145	0.000662915	0.009225529
TRINITY_DN42017_c0_g1		-1.221297316	0.000205709	0.004432003
TRINITY_DN20092_c0_g1		-1.220726803	9.29E-05	0.002734028
TRINITY_DN21694_c0_g1		-1.219957987	0.003641664	0.028031097
TRINITY_DN2389_c0_g2	Kdm6b Jmjd3 Kiaa0346	-1.219934715	7.68E-07	0.000198619
TRINITY_DN57530_c1_g2		-1.219845608	0.003155389	0.025566064
TRINITY_DN4142_c0_g3		-1.219665147	3.55E-06	0.000453139
TRINITY_DN64272_c0_g1		-1.219154943	0.002573119	0.022334127
TRINITY_DN198_c0_g1		-1.217490729	0.000332303	0.005989666
TRINITY_DN25389_c1_g1		-1.217308469	0.004393078	0.031778792
TRINITY_DN15527_c0_g1	Rps15 Rig	-1.217123018	0.000568302	0.008357107
TRINITY_DN40932_c0_g1		-1.216475331	0.008210366	0.047885909
TRINITY_DN21186_c3_g1		-1.216130545	0.003497073	0.027292377
TRINITY_DN4786_c2_g1		-1.215925231	1.03E-06	0.000227971
TRINITY_DN31667_c0_g1		-1.21532845	0.003183456	0.025702408
TRINITY_DN47635_c0_g1	ATR FRP1	-1.215123385	6.08E-05	0.002141409
TRINITY_DN13357_c0_g3		-1.214745729	0.002531598	0.02208237
TRINITY_DN11356_c0_g2		-1.214153381	0.006578081	0.041464206
TRINITY_DN15565_c0_g1		-1.213836966	0.003442262	0.027014841
TRINITY_DN23137_c0_g1		-1.211879262	0.004094482	0.030322995
TRINITY_DN1684_c3_g2		-1.211787801	0.003514299	0.027370511
TRINITY_DN584_c2_g1		-1.211591047	0.001231962	0.013736224
TRINITY_DN22967_c0_g1		-1.211395058	0.001221425	0.01366526
TRINITY_DN15847_c0_g1		-1.211346467	3.02E-05	0.001425469
TRINITY_DN8005_c1_g1		-1.21117128	0.000272316	0.005264553
TRINITY_DN589_c5_g1	Cadps Caps Caps1 Kiaa1121	-1.211058267	3.17E-05	0.001462932
TRINITY_DN1668_c1_g1		-1.210518409	3.01E-05	0.001424066
TRINITY_DN5975_c0_g1		-1.210390133	0.000897577	0.011131534
TRINITY_DN16150_c0_g1		-1.210283126	8.49E-06	0.000702937
TRINITY_DN22339_c0_g1	XPO1 CRM1	-1.209608548	0.000186208	0.004184129
TRINITY_DN9965_c2_g1		-1.209235451	0.006834849	0.042368437
TRINITY_DN21953_c2_g1		-1.208645312	0.0027953	0.023654132
TRINITY_DN54955_c2_g2		-1.20841403	0.004468706	0.03216841
TRINITY_DN24187_c0_g1		-1.207966889	0.008379854	0.048533387
TRINITY_DN151833_c0_g1		-1.207746768	0.000880671	0.011010262
TRINITY_DN42559_c0_g1		-1.207654423	0.000961671	0.011663973
TRINITY_DN35894_c1_g1		-1.207328641	0.006332073	0.040446142
TRINITY_DN109774_c0_g1		-1.206894896	0.004157104	0.030631603
TRINITY_DN137990_c0_g1		-1.206612006	0.006237559	0.040020448
TRINITY_DN27202_c0_g1		-1.205797938	1.98E-05	0.001118525
TRINITY_DN22810_c0_g1	ATP6V0A1	-1.205415918	2.73E-07	0.000119506
TRINITY_DN70269_c0_g1		-1.20540609	0.000188755	0.004218326
TRINITY_DN5018_c2_g1	PLA2R1	-1.205149484	2.26E-05	0.001215836
TRINITY_DN3_c8_g1		-1.204925704	0.004214309	0.030901933
TRINITY_DN26962_c0_g1		-1.204471368	0.004061958	0.03018628
TRINITY_DN45866_c0_g1		-1.204343428	0.000176583	0.004033904
TRINITY_DN27653_c4_g1	ATP6V0A1	-1.204064634	0.001344618	0.014586695
TRINITY_DN16258_c0_g1		-1.203244557	0.000912089	0.011254931
TRINITY_DN22509_c0_g1		-1.202227634	9.90E-05	0.002835366
TRINITY_DN14721_c0_g2	psmc3ip	-1.202125015	0.006352241	0.040537225
TRINITY_DN33382_c0_g1		-1.201482612	7.59E-05	0.002467704
